geo,year,country,recycling_rate,waste_generated_kg_pc,landfill_kg_pc,incineration_kg_pc,material_recycling_kg_pc,compost_digest_kg_pc,circular_material_use_rate,resource_productivity,environmental_tax_gdp,gdp_pc_eur,household_consumption_pc_eur,population_density,landfill_rate_proxy,incineration_rate_proxy,material_recycling_rate_proxy,compost_digest_rate_proxy,recycling_rate_lag1,recycling_rate_lag2,waste_generated_kg_pc_lag1,waste_generated_kg_pc_lag2,landfill_rate_proxy_lag1,landfill_rate_proxy_lag2,incineration_rate_proxy_lag1,incineration_rate_proxy_lag2,material_recycling_rate_proxy_lag1,material_recycling_rate_proxy_lag2,compost_digest_rate_proxy_lag1,compost_digest_rate_proxy_lag2,circular_material_use_rate_lag1,circular_material_use_rate_lag2,resource_productivity_lag1,resource_productivity_lag2,environmental_tax_gdp_lag1,environmental_tax_gdp_lag2,gdp_pc_eur_lag1,gdp_pc_eur_lag2,household_consumption_pc_eur_lag1,household_consumption_pc_eur_lag2,population_density_lag1,population_density_lag2,recycling_rate_trend_3y,landfill_rate_trend_3y,incineration_rate_trend_3y,ec_eea_2025_risk_label
PT,2009,Portugal,19.5,520.0,316.0,102.0,61.0,40.0,,0.846,2.44,16600,10760,114.6,60.76923076923077,19.615384615384617,11.73076923076923,7.6923076923076925,17.3,17.1,518.0,471.0,64.47876447876448,63.90658174097665,18.146718146718147,19.10828025477707,10.424710424710424,10.615711252653927,6.94980694980695,6.369426751592357,,,0.7881,0.8212,2.5,2.75,16960.0,16640.0,11250.0,10800.0,114.6,114.5,1.2,-1.1772814998621446,-0.12820512820512775,1
PT,2010,Portugal,18.7,516.0,320.0,100.0,59.0,38.0,1.8,0.9516,2.42,17010,11200,114.7,62.01550387596899,19.37984496124031,11.434108527131784,7.364341085271318,19.5,17.3,520.0,518.0,60.76923076923077,64.47876447876448,19.615384615384617,18.146718146718147,11.73076923076923,10.424710424710424,7.6923076923076925,6.94980694980695,,,0.846,0.7881,2.44,2.5,16600.0,16960.0,10760.0,11250.0,114.6,114.6,0.5333333333333327,-0.6303592883358865,0.09052156882107927,1
PT,2011,Portugal,20.1,490.0,288.0,103.0,56.0,42.0,1.8,1.0077,2.32,16670,10980,114.5,58.775510204081634,21.020408163265305,11.428571428571429,8.571428571428571,18.7,19.5,516.0,520.0,62.01550387596899,60.76923076923077,19.37984496124031,19.615384615384617,11.434108527131784,11.73076923076923,7.364341085271318,7.6923076923076925,1.8,,0.9516,0.846,2.42,2.44,17010.0,16600.0,11200.0,10760.0,114.7,114.6,0.9333333333333336,-1.9010847582276138,0.957896672182386,1
PT,2012,Portugal,26.1,453.0,246.0,88.0,52.0,66.0,2.0,1.051,2.19,16000,10630,114.0,54.3046357615894,19.426048565121413,11.479028697571744,14.56953642384106,20.1,18.7,490.0,516.0,58.775510204081634,62.01550387596899,21.020408163265305,19.37984496124031,11.428571428571429,11.434108527131784,8.571428571428571,7.364341085271318,1.8,1.8,1.0077,0.9516,2.32,2.42,16670.0,17010.0,10980.0,11200.0,114.5,114.7,2.2000000000000006,-2.154865002547121,-0.06311201675440141,1
PT,2013,Portugal,25.8,439.0,222.0,104.0,57.0,57.0,2.6,1.2184,2.19,16300,10660,113.4,50.569476082004556,23.690205011389523,12.984054669703873,12.984054669703873,26.1,20.1,453.0,490.0,54.3046357615894,58.775510204081634,19.426048565121413,21.020408163265305,11.479028697571744,11.428571428571429,14.56953642384106,8.571428571428571,2.0,1.8,1.051,1.0077,2.19,2.32,16000.0,16670.0,10630.0,10980.0,114.0,114.5,2.366666666666667,-3.815342597988144,1.4367866833830714,1
PT,2014,Portugal,30.4,452.0,221.0,93.0,73.0,64.0,2.5,1.13,2.28,16620,10990,112.8,48.89380530973451,20.575221238938052,16.150442477876105,14.15929203539823,25.8,26.1,439.0,453.0,50.569476082004556,54.3046357615894,23.690205011389523,19.426048565121413,12.984054669703873,11.479028697571744,12.984054669703873,14.56953642384106,2.6,2.0,1.2184,1.051,2.19,2.19,16300.0,16000.0,10660.0,10630.0,113.4,114.0,3.4333333333333322,-3.293901631449041,-0.14839564144241754,1
PT,2015,Portugal,29.8,459.0,214.0,91.0,65.0,72.0,2.1,1.1367,2.41,17280,11310,112.3,46.62309368191721,19.825708061002178,14.161220043572985,15.686274509803921,30.4,25.8,452.0,439.0,48.89380530973451,50.569476082004556,20.575221238938052,23.690205011389523,16.150442477876105,12.984054669703873,14.15929203539823,12.984054669703873,2.5,2.6,1.13,1.2184,2.28,2.19,16620.0,16300.0,10990.0,10660.0,112.8,113.4,1.2333333333333332,-2.560514026557397,0.1332198319602552,1
PT,2016,Portugal,30.9,472.0,207.0,92.0,67.0,79.0,2.1,1.1816,2.6,18000,11730,113.5,43.855932203389834,19.491525423728813,14.194915254237289,16.73728813559322,29.8,30.4,459.0,452.0,46.62309368191721,48.89380530973451,19.825708061002178,20.575221238938052,14.161220043572985,16.150442477876105,15.686274509803921,14.15929203539823,2.1,2.5,1.1367,1.13,2.41,2.28,17280.0,16620.0,11310.0,10990.0,112.3,112.8,1.6999999999999993,-2.237847959538241,-1.39955986255357,1
PT,2017,Portugal,29.1,484.0,226.0,96.0,58.0,83.0,2.0,1.1209,2.57,18910,12150,113.2,46.69421487603306,19.834710743801654,11.983471074380166,17.14876033057851,30.9,29.8,472.0,459.0,43.855932203389834,46.62309368191721,19.491525423728813,19.825708061002178,14.194915254237289,14.161220043572985,16.73728813559322,15.686274509803921,2.1,2.1,1.1816,1.1367,2.6,2.41,18000.0,17280.0,11730.0,11310.0,113.5,112.3,-0.4333333333333324,-0.7331968112338174,-0.2468368317121327,1
PT,2018,Portugal,29.1,504.0,244.0,92.0,62.0,85.0,2.2,1.1674,2.51,19840,12670,113.0,48.41269841269841,18.253968253968253,12.301587301587302,16.865079365079364,29.1,30.9,484.0,472.0,46.69421487603306,43.855932203389834,19.834710743801654,19.491525423728813,11.983471074380166,14.194915254237289,17.14876033057851,16.73728813559322,2.0,2.1,1.1209,1.1816,2.57,2.6,18910.0,18000.0,12150.0,11730.0,113.2,113.5,-0.2333333333333331,0.5965349102604,-0.5239132690113083,1
PT,2019,Portugal,28.9,510.0,242.0,96.0,62.0,85.0,2.4,1.1964,2.54,20710,13210,113.0,47.450980392156865,18.823529411764707,12.156862745098039,16.666666666666668,29.1,29.1,504.0,484.0,48.41269841269841,46.69421487603306,18.253968253968253,19.834710743801654,12.301587301587302,11.983471074380166,16.865079365079364,17.14876033057851,2.2,2.0,1.1674,1.1209,2.51,2.57,19840.0,18910.0,12670.0,12150.0,113.0,113.2,-0.6666666666666666,1.1983493962556768,-0.22266533732136887,1
PT,2020,Portugal,26.8,508.0,290.0,109.0,65.0,71.0,2.6,1.233,2.37,19360,12330,113.0,57.08661417322835,21.456692913385826,12.795275590551181,13.976377952755906,28.9,29.1,510.0,504.0,47.450980392156865,48.41269841269841,18.823529411764707,18.253968253968253,12.156862745098039,12.301587301587302,16.666666666666668,16.865079365079364,2.4,2.2,1.1964,1.1674,2.54,2.51,20710.0,19840.0,13210.0,12670.0,113.0,113.0,-0.7666666666666669,3.4641330990650965,0.5406607231947239,1
PT,2021,Portugal,30.4,510.0,270.0,120.0,70.0,86.0,2.8,1.1143,2.32,20800,13170,113.2,52.94117647058823,23.529411764705884,13.72549019607843,16.862745098039216,26.8,28.9,508.0,510.0,57.08661417322835,47.450980392156865,21.456692913385826,18.823529411764707,12.795275590551181,12.156862745098039,13.976377952755906,16.666666666666668,2.6,2.4,1.233,1.1964,2.37,2.54,19360.0,20710.0,12330.0,13210.0,113.0,113.0,0.4333333333333324,1.5094926859632736,1.758481170245877,1
PT,2022,Portugal,30.2,508.0,280.0,103.0,66.0,87.0,3.4,1.3168,1.91,23300,14830,115.0,55.118110236220474,20.275590551181104,12.992125984251969,17.125984251968504,30.4,26.8,510.0,508.0,52.94117647058823,57.08661417322835,23.529411764705884,21.456692913385826,13.72549019607843,12.795275590551181,16.862745098039216,13.976377952755906,2.8,2.6,1.1143,1.233,2.32,2.37,20800.0,19360.0,13170.0,12330.0,113.2,113.0,0.43333333333333357,2.555709948021203,0.4840203798054657,1
PT,2023,Portugal,30.6,505.0,285.0,92.0,66.0,88.0,3.0,1.3284,1.99,25560,15750,116.3,56.43564356435643,18.217821782178216,13.069306930693068,17.425742574257427,30.2,30.4,508.0,510.0,55.118110236220474,52.94117647058823,20.275590551181104,23.529411764705884,12.992125984251969,13.72549019607843,17.125984251968504,16.862745098039216,3.4,2.8,1.3168,1.1143,1.91,2.32,23300.0,20800.0,14830.0,13170.0,115.0,113.2,1.2666666666666668,-0.2169902029573052,-1.0796237104025366,1
RO,2005,Romania,1.8,383.0,301.0,0.0,7.0,0.0,,0.3647,2.01,3720,2640,94.1,78.59007832898172,0.0,1.8276762402088773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RO,2006,Romania,0.5,396.0,297.0,0.0,2.0,0.0,,0.3667,1.94,4590,3150,93.9,75.0,0.0,0.5050505050505051,0.0,1.8,,383.0,,78.59007832898172,,0.0,,1.8276762402088773,,0.0,,,,0.3647,,2.01,,3720.0,,2640.0,,94.1,,,,,1
RO,2007,Romania,0.5,391.0,293.0,0.0,2.0,0.0,,0.3298,2.01,6110,4120,93.7,74.93606138107417,0.0,0.5115089514066496,0.0,0.5,1.8,396.0,383.0,75.0,78.59007832898172,0.0,0.0,0.5050505050505051,1.8276762402088773,0.0,0.0,,,0.3667,0.3647,1.94,2.01,4590.0,3720.0,3150.0,2640.0,93.9,94.1,,,,1
RO,2008,Romania,0.9,411.0,316.0,0.0,4.0,0.0,,0.3389,1.7,7140,4560,93.6,76.88564476885645,0.0,0.9732360097323601,0.0,0.5,0.5,391.0,396.0,74.93606138107417,75.0,0.0,0.0,0.5115089514066496,0.5050505050505051,0.0,0.0,,,0.3298,0.3667,2.01,1.94,6110.0,4590.0,4120.0,3150.0,93.7,93.9,-0.3,-0.5681445200417556,0.0,1
RO,2009,Romania,1.1,381.0,303.0,0.0,4.0,0.0,,0.4124,1.79,6150,3880,93.4,79.5275590551181,0.0,1.0498687664041995,0.0,0.9,0.5,411.0,391.0,76.88564476885645,74.93606138107417,0.0,0.0,0.9732360097323601,0.5115089514066496,0.0,0.0,,,0.3389,0.3298,1.7,2.01,7140.0,6110.0,4560.0,4120.0,93.6,93.7,0.20000000000000004,1.5091863517060347,0.0,1
RO,2010,Romania,12.8,313.0,238.0,1.0,8.0,32.0,3.5,0.5085,2.07,6340,4080,93.2,76.03833865814697,0.3194888178913738,2.5559105431309903,10.223642172523961,1.1,0.9,381.0,411.0,79.5275590551181,76.88564476885645,0.0,0.0,1.0498687664041995,0.9732360097323601,0.0,0.0,,,0.4124,0.3389,1.79,1.7,6150.0,7140.0,3880.0,4560.0,93.4,93.6,4.1000000000000005,0.36742575902426705,0.10649627263045792,1
RO,2011,Romania,11.7,259.0,201.0,2.0,9.0,22.0,2.5,0.383,1.86,6880,4430,93.0,77.60617760617761,0.7722007722007722,3.474903474903475,8.494208494208495,12.8,1.1,313.0,381.0,76.03833865814697,79.5275590551181,0.3194888178913738,0.0,2.5559105431309903,1.0498687664041995,10.223642172523961,0.0,3.5,,0.5085,0.4124,2.07,1.79,6340.0,6150.0,4080.0,3880.0,93.2,93.4,3.5999999999999996,0.24017761244038618,0.2574002574002574,1
RO,2012,Romania,14.8,251.0,171.0,4.0,8.0,29.0,2.6,0.4143,1.91,6940,4490,87.1,68.12749003984064,1.593625498007968,3.187250996015936,11.55378486055777,11.7,12.8,259.0,313.0,77.60617760617761,76.03833865814697,0.7722007722007722,0.3194888178913738,3.474903474903475,2.5559105431309903,8.494208494208495,10.223642172523961,2.5,3.5,0.383,0.5085,1.86,2.07,6880.0,6340.0,4430.0,4080.0,93.0,93.2,4.566666666666667,-3.800023005092489,0.5312084993359893,1
RO,2013,Romania,13.2,254.0,175.0,5.0,11.0,23.0,2.5,0.4172,2.07,7150,4390,86.9,68.89763779527559,1.968503937007874,4.330708661417323,9.05511811023622,14.8,11.7,251.0,259.0,68.12749003984064,77.60617760617761,1.593625498007968,0.7722007722007722,3.187250996015936,3.474903474903475,11.55378486055777,8.494208494208495,2.6,2.5,0.4143,0.383,1.91,1.86,6940.0,6880.0,4490.0,4430.0,87.1,93.0,0.13333333333333286,-2.380233620957128,0.5496717063721668,1
RO,2014,Romania,13.1,249.0,179.0,7.0,13.0,20.0,2.1,0.4177,2.38,7560,4610,86.6,71.88755020080322,2.8112449799196786,5.220883534136546,8.032128514056225,13.2,14.8,254.0,251.0,68.89763779527559,68.12749003984064,1.968503937007874,1.593625498007968,4.330708661417323,3.187250996015936,9.05511811023622,11.55378486055777,2.5,2.6,0.4172,0.4143,2.07,1.91,7150.0,6940.0,4390.0,4490.0,86.9,87.1,0.4666666666666668,-1.9062091351247972,0.6796814025729688,1
RO,2015,Romania,13.3,247.0,178.0,6.0,14.0,18.0,1.7,0.361,2.45,8090,4960,86.1,72.06477732793522,2.42914979757085,5.668016194331984,7.287449392712551,13.1,13.2,249.0,254.0,71.88755020080322,68.89763779527559,2.8112449799196786,1.968503937007874,5.220883534136546,4.330708661417323,8.032128514056225,9.05511811023622,2.1,2.5,0.4177,0.4172,2.38,2.07,7560.0,7150.0,4610.0,4390.0,86.6,86.9,-0.5,1.3124290960315268,0.278508099854294,1
RO,2016,Romania,13.4,261.0,190.0,11.0,17.0,18.0,1.7,0.3669,2.44,8500,5280,85.6,72.79693486590038,4.21455938697318,6.513409961685824,6.896551724137931,13.3,13.1,247.0,249.0,72.06477732793522,71.88755020080322,2.42914979757085,2.8112449799196786,5.668016194331984,5.220883534136546,7.287449392712551,8.032128514056225,1.7,2.1,0.361,0.4177,2.45,2.38,8090.0,7560.0,4960.0,4610.0,86.1,86.6,0.06666666666666703,1.2997656902082657,0.7486851499884354,1
RO,2017,Romania,14.0,272.0,207.0,12.0,20.0,18.0,1.8,0.4292,1.95,9510,5970,85.2,76.1029411764706,4.411764705882353,7.352941176470588,6.617647058823529,13.4,13.3,261.0,247.0,72.79693486590038,72.06477732793522,4.21455938697318,2.42914979757085,6.513409961685824,5.668016194331984,6.896551724137931,7.287449392712551,1.7,1.7,0.3669,0.361,2.44,2.45,8500.0,8090.0,5280.0,4960.0,85.6,86.1,0.3000000000000001,1.4051303252224585,0.5335065753208915,1
RO,2018,Romania,11.1,272.0,210.0,12.0,21.0,9.0,1.6,0.4228,1.97,10510,6700,83.1,77.20588235294117,4.411764705882353,7.720588235294118,3.3088235294117645,14.0,13.4,272.0,261.0,76.1029411764706,72.79693486590038,4.411764705882353,4.21455938697318,7.352941176470588,6.513409961685824,6.617647058823529,6.896551724137931,1.8,1.7,0.4292,0.3669,1.95,2.44,9510.0,8500.0,5970.0,5280.0,85.2,85.6,-0.7333333333333337,1.7137016750019853,0.6608716361038344,1
RO,2019,Romania,11.5,280.0,213.0,13.0,20.0,12.0,1.4,0.369,2.12,11520,7170,82.7,76.07142857142857,4.642857142857143,7.142857142857143,4.285714285714286,11.1,14.0,272.0,272.0,77.20588235294117,76.1029411764706,4.411764705882353,4.411764705882353,7.720588235294118,7.352941176470588,3.3088235294117645,6.617647058823529,1.6,1.8,0.4228,0.4292,1.97,1.95,10510.0,9510.0,6700.0,5970.0,83.1,85.2,-0.6333333333333334,1.0914979018427289,0.1427659186279877,1
RO,2020,Romania,12.2,292.0,214.0,15.0,17.0,18.0,1.5,0.3454,1.91,11390,6970,82.7,73.28767123287672,5.136986301369863,5.821917808219178,6.164383561643835,11.5,11.1,280.0,272.0,76.07142857142857,77.20588235294117,4.642857142857143,4.411764705882353,7.142857142857143,7.720588235294118,4.285714285714286,3.3088235294117645,1.4,1.6,0.369,0.4228,2.12,1.97,11520.0,10510.0,7170.0,6700.0,82.7,83.1,-0.6000000000000002,-0.9384233145312919,0.2417405318291698,1
RO,2021,Romania,12.3,302.0,223.0,18.0,22.0,15.0,1.5,0.3559,2.43,12590,7740,82.2,73.84105960264901,5.960264900662252,7.28476821192053,4.966887417218543,12.2,11.5,292.0,280.0,73.28767123287672,76.07142857142857,5.136986301369863,4.642857142857143,5.821917808219178,7.142857142857143,6.164383561643835,4.285714285714286,1.5,1.4,0.3454,0.369,1.91,2.12,11390.0,11520.0,6970.0,7170.0,82.7,82.7,0.40000000000000036,-1.1216075834307209,0.5161667315932995,1
RO,2022,Romania,12.3,303.0,223.0,23.0,22.0,15.0,1.5,0.3743,3.76,14740,9310,81.3,73.5973597359736,7.590759075907591,7.260726072607261,4.9504950495049505,12.3,12.2,302.0,292.0,73.84105960264901,73.28767123287672,5.960264900662252,5.136986301369863,7.28476821192053,5.821917808219178,4.966887417218543,6.164383561643835,1.5,1.5,0.3559,0.3454,2.43,1.91,12590.0,11390.0,7740.0,6970.0,82.2,82.7,0.2666666666666669,-0.8246896118183239,0.9826339776834825,1
RO,2023,Romania,12.4,305.0,231.0,18.0,24.0,14.0,1.5,0.3995,2.59,16870,10370,81.4,75.73770491803279,5.901639344262295,7.868852459016393,4.590163934426229,12.3,12.3,303.0,302.0,73.5973597359736,73.84105960264901,7.590759075907591,5.960264900662252,7.260726072607261,7.28476821192053,4.9504950495049505,4.966887417218543,1.5,1.5,0.3743,0.3559,3.76,2.43,14740.0,12590.0,9310.0,7740.0,81.3,82.2,0.06666666666666703,0.8166778950520239,0.2548843476308109,1
SE,2005,Sweden,44.6,479.0,23.0,242.0,163.0,50.0,,1.847,2.76,34930,16540,22.0,4.801670146137787,50.521920668058456,34.029227557411275,10.438413361169102,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SE,2006,Sweden,47.7,491.0,25.0,232.0,183.0,52.0,,2.0631,2.66,37090,17090,22.1,5.091649694501018,47.25050916496945,37.270875763747455,10.590631364562118,44.6,,479.0,,4.801670146137787,,50.521920668058456,,34.029227557411275,,10.438413361169102,,,,1.847,,2.76,,34930.0,,16540.0,,22.0,,,,,1
SE,2007,Sweden,46.7,488.0,20.0,240.0,174.0,54.0,,1.9397,2.56,39150,17960,22.3,4.098360655737705,49.18032786885246,35.65573770491803,11.065573770491802,47.7,44.6,491.0,479.0,5.091649694501018,4.801670146137787,47.25050916496945,50.521920668058456,37.270875763747455,34.029227557411275,10.590631364562118,10.438413361169102,,,2.0631,1.847,2.66,2.76,37090.0,34930.0,17090.0,16540.0,22.1,22.0,,,,1
SE,2008,Sweden,45.6,485.0,15.0,249.0,165.0,57.0,,1.9333,2.65,38270,17640,22.5,3.0927835051546393,51.34020618556701,34.02061855670103,11.75257731958763,46.7,47.7,488.0,491.0,4.098360655737705,5.091649694501018,49.18032786885246,47.25050916496945,35.65573770491803,37.270875763747455,11.065573770491802,10.590631364562118,,,1.9397,2.0631,2.56,2.66,39150.0,37090.0,17960.0,17090.0,22.3,22.1,0.3333333333333333,-0.5696288803277159,0.2727618391695188,1
SE,2009,Sweden,49.2,472.0,6.0,234.0,173.0,60.0,,2.1308,2.77,33670,16330,22.7,1.271186440677966,49.57627118644068,36.652542372881356,12.711864406779661,45.6,46.7,485.0,488.0,3.0927835051546393,4.098360655737705,51.34020618556701,49.18032786885246,34.02061855670103,35.65573770491803,11.75257731958763,11.065573770491802,,,1.9333,1.9397,2.65,2.56,38270.0,39150.0,17640.0,17960.0,22.5,22.3,0.5,-1.2734877512743505,0.7752540071570758,1
SE,2010,Sweden,47.8,441.0,4.0,226.0,151.0,60.0,7.2,1.983,2.68,39710,18970,22.9,0.9070294784580499,51.24716553287982,34.240362811791385,13.605442176870747,49.2,45.6,472.0,485.0,1.271186440677966,3.0927835051546393,49.57627118644068,51.34020618556701,36.652542372881356,34.02061855670103,12.711864406779661,11.75257731958763,,,2.1308,1.9333,2.77,2.65,33670.0,38270.0,16330.0,17640.0,22.7,22.5,0.36666666666666475,-1.0637770590932183,0.6889458880091203,1
SE,2011,Sweden,47.0,453.0,3.0,237.0,149.0,64.0,7.6,1.9407,2.45,43420,20540,23.0,0.6622516556291391,52.317880794701985,32.89183222958057,14.1280353200883,47.8,49.2,441.0,472.0,0.9070294784580499,1.271186440677966,51.24716553287982,49.57627118644068,34.240362811791385,36.652542372881356,13.605442176870747,12.711864406779661,7.2,,1.983,2.1308,2.68,2.77,39710.0,33670.0,18970.0,16330.0,22.9,22.7,0.4666666666666662,-0.8101772831751667,0.3258915363783241,1
SE,2012,Sweden,46.9,454.0,3.0,239.0,148.0,65.0,8.2,1.9406,2.41,44960,21500,23.4,0.6607929515418502,52.6431718061674,32.59911894273128,14.317180616740089,47.0,47.8,453.0,441.0,0.6622516556291391,0.9070294784580499,52.317880794701985,51.24716553287982,32.89183222958057,34.240362811791385,14.1280353200883,13.605442176870747,7.6,7.2,1.9407,1.983,2.45,2.68,43420.0,39710.0,20540.0,18970.0,23.0,22.9,-0.766666666666668,-0.20346449637870526,1.0223002065755746,1
SE,2013,Sweden,48.2,455.0,3.0,233.0,150.0,69.0,7.2,1.9073,2.33,45820,21960,23.6,0.6593406593406593,51.20879120879121,32.967032967032964,15.164835164835164,46.9,47.0,454.0,453.0,0.6607929515418502,0.6622516556291391,52.6431718061674,52.317880794701985,32.59911894273128,32.89183222958057,14.317180616740089,14.1280353200883,8.2,7.6,1.9406,1.9407,2.41,2.45,44960.0,43420.0,21500.0,20540.0,23.4,23.0,0.13333333333333522,-0.08256293970579687,-0.012791441362869213,1
SE,2014,Sweden,49.3,443.0,3.0,222.0,146.0,72.0,6.4,1.9061,2.19,44930,21440,23.8,0.6772009029345373,50.112866817155755,32.957110609480814,16.252821670428894,48.2,46.9,455.0,454.0,0.6593406593406593,0.6607929515418502,51.20879120879121,52.6431718061674,32.967032967032964,32.59911894273128,15.164835164835164,14.317180616740089,7.2,8.2,1.9073,1.9406,2.33,2.41,45820.0,44960.0,21960.0,21500.0,23.6,23.4,0.7666666666666657,0.004983082435132717,-0.7350046591820766,1
SE,2015,Sweden,47.6,451.0,4.0,233.0,145.0,70.0,6.7,2.0111,2.17,46160,21730,24.1,0.8869179600886918,51.6629711751663,32.150776053215075,15.521064301552107,49.3,48.2,443.0,455.0,0.6772009029345373,0.6593406593406593,50.112866817155755,51.20879120879121,32.957110609480814,32.967032967032964,16.252821670428894,15.164835164835164,6.4,7.2,1.9061,1.9073,2.19,2.33,44930.0,45820.0,21440.0,21960.0,23.8,23.6,0.23333333333333428,0.0753750028489472,-0.3267335436670346,1
SE,2016,Sweden,48.4,447.0,3.0,228.0,145.0,72.0,6.9,2.0097,2.23,46790,21860,24.4,0.6711409395973155,51.006711409395976,32.43847874720358,16.107382550335572,47.6,49.3,451.0,443.0,0.8869179600886918,0.6772009029345373,51.6629711751663,50.112866817155755,32.150776053215075,32.957110609480814,15.521064301552107,16.252821670428894,6.7,6.4,2.0111,1.9061,2.17,2.19,46160.0,44930.0,21730.0,21440.0,24.1,23.8,0.06666666666666525,0.003933426752218712,-0.06735993313174522,1
SE,2017,Sweden,46.8,452.0,2.0,239.0,142.0,70.0,6.7,1.9422,2.14,47210,22090,24.7,0.4424778761061947,52.876106194690266,31.41592920353982,15.486725663716815,48.4,47.6,447.0,451.0,0.6711409395973155,0.8869179600886918,51.006711409395976,51.6629711751663,32.43847874720358,32.150776053215075,16.107382550335572,15.521064301552107,6.9,6.7,2.0097,2.0111,2.23,2.17,46790.0,46160.0,21860.0,21730.0,24.4,24.1,-0.8333333333333334,-0.07824100894278085,0.9210797925115036,1
SE,2018,Sweden,45.8,434.0,3.0,232.0,130.0,69.0,6.6,1.9097,2.11,45770,21420,25.0,0.6912442396313364,53.45622119815668,29.953917050691246,15.898617511520737,46.8,48.4,452.0,447.0,0.4424778761061947,0.6711409395973155,52.876106194690266,51.006711409395976,31.41592920353982,32.43847874720358,15.486725663716815,16.107382550335572,6.7,6.9,1.9422,2.0097,2.14,2.23,47210.0,46790.0,22090.0,21860.0,24.7,24.4,-0.6000000000000014,-0.06522457348578514,0.5977500076634618,1
SE,2019,Sweden,46.6,449.0,3.0,236.0,146.0,64.0,6.4,1.8668,2.06,46110,21120,25.2,0.6681514476614699,52.56124721603563,32.516703786191535,14.25389755011136,45.8,46.8,434.0,452.0,0.6912442396313364,0.4424778761061947,53.45622119815668,52.876106194690266,29.953917050691246,31.41592920353982,15.898617511520737,15.486725663716815,6.6,6.7,1.9097,1.9422,2.11,2.14,45770.0,47210.0,21420.0,22090.0,25.0,24.7,-0.5999999999999991,-0.0009964973119485077,0.5181786022132187,1
SE,2020,Sweden,38.3,431.0,2.0,259.0,87.0,78.0,6.9,1.915,2.01,46180,20720,25.2,0.46403712296983757,60.092807424593964,20.185614849187935,18.097447795823665,46.6,45.8,449.0,434.0,0.6681514476614699,0.6912442396313364,52.56124721603563,53.45622119815668,32.516703786191535,29.953917050691246,14.25389755011136,15.898617511520737,6.4,6.6,1.8668,1.9097,2.06,2.11,46110.0,45770.0,21120.0,21420.0,25.2,25.0,-2.8333333333333335,0.0071864156212142856,2.4055670766345663,1
SE,2021,Sweden,39.5,418.0,2.0,249.0,83.0,82.0,9.5,1.9633,1.92,51260,22990,25.4,0.4784688995215311,59.569377990430624,19.85645933014354,19.617224880382775,38.3,46.6,431.0,449.0,0.46403712296983757,0.6681514476614699,60.092807424593964,52.56124721603563,20.185614849187935,32.516703786191535,18.097447795823665,14.25389755011136,6.9,6.4,1.915,1.8668,2.01,2.06,46180.0,46110.0,20720.0,21120.0,25.2,25.2,-2.099999999999999,-0.07092511336993511,2.0377189307579804,1
SE,2022,Sweden,39.7,395.0,2.0,233.0,82.0,75.0,12.1,2.0071,1.95,51980,23820,25.7,0.5063291139240507,58.9873417721519,20.759493670886076,18.9873417721519,39.5,38.3,418.0,431.0,0.4784688995215311,0.46403712296983757,59.569377990430624,60.092807424593964,19.85645933014354,20.185614849187935,19.617224880382775,18.097447795823665,9.5,6.9,1.9633,1.915,1.92,2.01,51260.0,46180.0,22990.0,20720.0,25.4,25.2,-2.2999999999999994,-0.05394077791247309,2.142031518705423,1
SE,2023,Sweden,39.4,392.0,4.0,230.0,79.0,75.0,10.1,2.1983,2.03,50490,23000,25.9,1.0204081632653061,58.673469387755105,20.153061224489797,19.132653061224488,39.7,39.5,395.0,418.0,0.5063291139240507,0.4784688995215311,58.9873417721519,59.569377990430624,20.759493670886076,19.85645933014354,18.9873417721519,19.617224880382775,12.1,9.5,2.0071,1.9633,1.95,1.92,51980.0,51260.0,23820.0,22990.0,25.7,25.4,0.36666666666666714,0.18545701343182286,-0.4731126789462863,1
SI,2005,Slovenia,18.6,494.0,329.0,1.0,84.0,8.0,,0.9327,3.16,14450,7650,99.3,66.59919028340082,0.20242914979757085,17.004048582995953,1.6194331983805668,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SI,2006,Slovenia,15.4,516.0,361.0,0.0,72.0,7.0,,0.8467,2.96,15590,7910,99.6,69.96124031007751,0.0,13.953488372093023,1.3565891472868217,18.6,,494.0,,66.59919028340082,,0.20242914979757085,,17.004048582995953,,1.6194331983805668,,,,0.9327,,3.16,,14450.0,,7650.0,,99.3,,,,,0
SI,2007,Slovenia,21.9,525.0,341.0,0.0,107.0,7.0,,0.8195,2.95,17310,8740,99.8,64.95238095238095,0.0,20.38095238095238,1.3333333333333333,15.4,18.6,516.0,494.0,69.96124031007751,66.59919028340082,0.0,0.20242914979757085,13.953488372093023,17.004048582995953,1.3565891472868217,1.6194331983805668,,,0.8467,0.9327,2.96,3.16,15590.0,14450.0,7910.0,7650.0,99.6,99.3,,,,0
